state,county,population,age_group,gender_name
Colorado,Crowley,420,Age 20 to 24 years,Male
Colorado,Crowley,63,Age 20 to 24 years,Female
Colorado,Crowley,657,Age 25 to 29 years,Other
Colorado,Crowley,582,Age 25 to 29 years,Male
Colorado,Crowley,75,Age 25 to 29 years,Female
Colorado,Crowley,563,Age 30 to 34 years,Other
Colorado,Crowley,492,Age 30 to 34 years,Male
Colorado,Crowley,71,Age 30 to 34 years,Female
Colorado,Crowley,535,Age 35 to 39 years,Other
Colorado,Crowley,449,Age 35 to 39 years,Male
Colorado,Crowley,86,Age 35 to 39 years,Female
Colorado,Crowley,496,Age 40 to 44 years,Other
Colorado,Crowley,418,Age 40 to 44 years,Male
Colorado,Crowley,78,Age 40 to 44 years,Female
Colorado,Crowley,511,Age 45 to 49 years,Other
Colorado,Crowley,421,Age 45 to 49 years,Male
Colorado,Crowley,90,Age 45 to 49 years,Female
Colorado,Crowley,383,Age 50 to 54 years,Other
Colorado,Crowley,301,Age 50 to 54 years,Male
Colorado,Crowley,82,Age 50 to 54 years,Female
Colorado,Crowley,361,Age 55 to 59 years,Other
Colorado,Crowley,226,Age 55 to 59 years,Male
Colorado,Crowley,135,Age 55 to 59 years,Female
Colorado,Crowley,297,Age 60 to 64 years,Other
Colorado,Crowley,174,Age 60 to 64 years,Male
Colorado,Crowley,123,Age 60 to 64 years,Female
Colorado,Crowley,258,Age 65 to 69 years,Other
Colorado,Crowley,144,Age 65 to 69 years,Male
Colorado,Crowley,114,Age 65 to 69 years,Female
Colorado,Crowley,213,Age 70 to 74 years,Other
Colorado,Crowley,110,Age 70 to 74 years,Male
Colorado,Crowley,103,Age 70 to 74 years,Female
Colorado,Crowley,144,Age 75 to 79 years,Other
Colorado,Crowley,70,Age 75 to 79 years,Male
Colorado,Crowley,74,Age 75 to 79 years,Female
Colorado,Crowley,87,Age 80 to 84 years,Other
Colorado,Crowley,43,Age 80 to 84 years,Male
Colorado,Crowley,44,Age 80 to 84 years,Female
Colorado,Crowley,101,Age 85 years and older,Other
Colorado,Crowley,36,Age 85 years and older,Male
Colorado,Crowley,65,Age 85 years and older,Female
Colorado,Crowley,687,Under 18 years,Other
Colorado,Crowley,348,Under 18 years,Male
Colorado,Crowley,339,Under 18 years,Female
Colorado,Crowley,379,5 to 13 years,Other
Colorado,Crowley,187,5 to 13 years,Male
Colorado,Crowley,192,5 to 13 years,Female
Colorado,Crowley,161,14 to 17 years,Other
Colorado,Crowley,78,14 to 17 years,Male
Colorado,Crowley,83,14 to 17 years,Female
Colorado,Crowley,4368,18 to 64 years,Other
Colorado,Crowley,3535,18 to 64 years,Male
Colorado,Crowley,833,18 to 64 years,Female
Colorado,Crowley,565,18 to 24 years,Other
Colorado,Crowley,472,18 to 24 years,Male
Colorado,Crowley,93,18 to 24 years,Female
Colorado,Crowley,2251,25 to 44 years,Other
Colorado,Crowley,1941,25 to 44 years,Male
Colorado,Crowley,310,25 to 44 years,Female
Colorado,Crowley,1552,45 to 64 years,Other
Colorado,Crowley,1122,45 to 64 years,Male
Colorado,Crowley,430,45 to 64 years,Female
Colorado,Crowley,803,65 years and over,Other
Colorado,Crowley,403,65 years and over,Male
Colorado,Crowley,400,65 years and over,Female
Colorado,Crowley,101,85 years and over,Other
Colorado,Crowley,36,85 years and over,Male
Colorado,Crowley,65,85 years and over,Female
Colorado,Crowley,5243,16 years and over,Other
Colorado,Crowley,3980,16 years and over,Male
Colorado,Crowley,1263,16 years and over,Female
Colorado,Crowley,5171,18 years and over,Other
Colorado,Crowley,3938,18 years and over,Male
Colorado,Crowley,1233,18 years and over,Female
Colorado,Crowley,2928,15 to 44 years,Other
Colorado,Crowley,2471,15 to 44 years,Male
Colorado,Crowley,457,15 to 44 years,Female
Colorado,Crowley,39,Median age,Other
Colorado,Crowley,38,Median age,Male
Colorado,Crowley,48,Median age,Female
Colorado,Custer,4954,All Ages,Other
Colorado,Custer,2555,All Ages,Male
Colorado,Custer,2399,All Ages,Female
Colorado,Custer,163,Age 0 to 4 years,Other
Colorado,Custer,93,Age 0 to 4 years,Male
Colorado,Custer,70,Age 0 to 4 years,Female
Colorado,Custer,184,Age 5 to 9 years,Other
Colorado,Custer,91,Age 5 to 9 years,Male
Colorado,Custer,93,Age 5 to 9 years,Female
Colorado,Custer,186,Age 10 to 14 years,Other
Colorado,Custer,105,Age 10 to 14 years,Male
Colorado,Custer,81,Age 10 to 14 years,Female
Colorado,Custer,219,Age 15 to 19 years,Other
Colorado,Custer,107,Age 15 to 19 years,Male
Colorado,Custer,112,Age 15 to 19 years,Female
Colorado,Custer,167,Age 20 to 24 years,Other
Colorado,Custer,88,Age 20 to 24 years,Male
Colorado,Custer,79,Age 20 to 24 years,Female
Colorado,Custer,202,Age 25 to 29 years,Other
Colorado,Custer,130,Age 25 to 29 years,Male
Colorado,Custer,72,Age 25 to 29 years,Female
Colorado,Custer,167,Age 30 to 34 years,Other
Colorado,Custer,95,Age 30 to 34 years,Male
Colorado,Custer,72,Age 30 to 34 years,Female
Colorado,Custer,216,Age 35 to 39 years,Other
Colorado,Custer,129,Age 35 to 39 years,Male
Colorado,Custer,87,Age 35 to 39 years,Female
Colorado,Custer,197,Age 40 to 44 years,Other
Colorado,Custer,103,Age 40 to 44 years,Male
Colorado,Custer,94,Age 40 to 44 years,Female
Colorado,Custer,246,Age 45 to 49 years,Other
Colorado,Custer,134,Age 45 to 49 years,Male
Colorado,Custer,112,Age 45 to 49 years,Female
Colorado,Custer,267,Age 50 to 54 years,Other
Colorado,Custer,112,Age 50 to 54 years,Male
Colorado,Custer,155,Age 50 to 54 years,Female
Colorado,Custer,510,Age 55 to 59 years,Other
Colorado,Custer,244,Age 55 to 59 years,Male
Colorado,Custer,266,Age 55 to 59 years,Female
Colorado,Custer,636,Age 60 to 64 years,Other
Colorado,Custer,295,Age 60 to 64 years,Male
Colorado,Custer,341,Age 60 to 64 years,Female
Colorado,Custer,678,Age 65 to 69 years,Other
Colorado,Custer,332,Age 65 to 69 years,Male
Colorado,Custer,346,Age 65 to 69 years,Female
Colorado,Custer,467,Age 70 to 74 years,Other
Colorado,Custer,268,Age 70 to 74 years,Male
Colorado,Custer,199,Age 70 to 74 years,Female
Colorado,Custer,231,Age 75 to 79 years,Other
Colorado,Custer,131,Age 75 to 79 years,Male
Colorado,Custer,100,Age 75 to 79 years,Female
Colorado,Custer,129,Age 80 to 84 years,Other
Colorado,Custer,64,Age 80 to 84 years,Male
Colorado,Custer,65,Age 80 to 84 years,Female
Colorado,Custer,89,Age 85 years and older,Other
Colorado,Custer,34,Age 85 years and older,Male
Colorado,Custer,55,Age 85 years and older,Female
Colorado,Custer,685,Under 18 years,Other
Colorado,Custer,359,Under 18 years,Male
Colorado,Custer,326,Under 18 years,Female
Colorado,Custer,333,5 to 13 years,Other
Colorado,Custer,177,5 to 13 years,Male
Colorado,Custer,156,5 to 13 years,Female
Colorado,Custer,189,14 to 17 years,Other
Colorado,Custer,89,14 to 17 years,Male
Colorado,Custer,100,14 to 17 years,Female
Colorado,Custer,2675,18 to 64 years,Other
Colorado,Custer,1367,18 to 64 years,Male
Colorado,Custer,109,18 to 24 years,Female
Colorado,Custer,1308,18 to 64 years,Female
Colorado,Custer,234,18 to 24 years,Other
Colorado,Custer,125,18 to 24 years,Male
Colorado,Custer,782,25 to 44 years,Other
Colorado,Custer,457,25 to 44 years,Male
Colorado,Custer,325,25 to 44 years,Female
Colorado,Custer,1659,45 to 64 years,Other
Colorado,Custer,785,45 to 64 years,Male
Colorado,Custer,874,45 to 64 years,Female
Colorado,Custer,1594,65 years and over,Other
Colorado,Custer,829,65 years and over,Male
Colorado,Custer,765,65 years and over,Female
Colorado,Custer,89,85 years and over,Other
Colorado,Custer,34,85 years and over,Male
Colorado,Custer,55,85 years and over,Female
Colorado,Custer,4373,16 years and over,Other
Colorado,Custer,2241,16 years and over,Male
Colorado,Custer,2132,16 years and over,Female
Colorado,Custer,4269,18 years and over,Other
Colorado,Custer,2196,18 years and over,Male
Colorado,Custer,2073,18 years and over,Female
Colorado,Custer,1168,15 to 44 years,Other
Colorado,Custer,652,15 to 44 years,Male
Colorado,Custer,516,15 to 44 years,Female
Colorado,Custer,58,Median age,Other
Colorado,Custer,57,Median age,Male
Colorado,Custer,59,Median age,Female
Colorado,Delta,30953,All Ages,Other
Colorado,Delta,15501,All Ages,Male
Colorado,Delta,15452,All Ages,Female
Colorado,Delta,1507,Age 0 to 4 years,Other
Colorado,Delta,792,Age 0 to 4 years,Male
Colorado,Delta,715,Age 0 to 4 years,Female
Colorado,Delta,1714,Age 5 to 9 years,Other
Colorado,Delta,846,Age 5 to 9 years,Male
Colorado,Delta,868,Age 5 to 9 years,Female
Colorado,Delta,1828,Age 10 to 14 years,Other
Colorado,Delta,900,Age 10 to 14 years,Male
Colorado,Delta,928,Age 10 to 14 years,Female
Colorado,Delta,1743,Age 15 to 19 years,Other
Colorado,Delta,932,Age 15 to 19 years,Male
Colorado,Delta,811,Age 15 to 19 years,Female
Colorado,Delta,1407,Age 20 to 24 years,Other
Colorado,Delta,749,Age 20 to 24 years,Male
Colorado,Delta,658,Age 20 to 24 years,Female
Colorado,Delta,1517,Age 25 to 29 years,Other
Colorado,Delta,790,Age 25 to 29 years,Male
Colorado,Delta,727,Age 25 to 29 years,Female
Colorado,Delta,1517,Age 30 to 34 years,Other
Colorado,Delta,830,Age 30 to 34 years,Male
Colorado,Delta,687,Age 30 to 34 years,Female
Colorado,Delta,1664,Age 35 to 39 years,Other
Colorado,Delta,847,Age 35 to 39 years,Male
Colorado,Delta,817,Age 35 to 39 years,Female
Colorado,Delta,1573,Age 40 to 44 years,Other
Colorado,Delta,824,Age 40 to 44 years,Male
Colorado,Delta,749,Age 40 to 44 years,Female
Colorado,Delta,1628,Age 45 to 49 years,Other
Colorado,Delta,822,Age 45 to 49 years,Male
Colorado,Delta,806,Age 45 to 49 years,Female
Colorado,Delta,1762,Age 50 to 54 years,Other
Colorado,Delta,893,Age 50 to 54 years,Male
Colorado,Delta,869,Age 50 to 54 years,Female
Colorado,Delta,2349,Age 55 to 59 years,Other
Colorado,Delta,1167,Age 55 to 59 years,Male
Colorado,Delta,1182,Age 55 to 59 years,Female
Colorado,Delta,2720,Age 60 to 64 years,Other
Colorado,Delta,1304,Age 60 to 64 years,Male
Colorado,Delta,1416,Age 60 to 64 years,Female
Colorado,Delta,2606,Age 65 to 69 years,Other
Colorado,Delta,1231,Age 65 to 69 years,Male
Colorado,Delta,1375,Age 65 to 69 years,Female
Colorado,Delta,2109,Age 70 to 74 years,Other
Colorado,Delta,1047,Age 70 to 74 years,Male
Colorado,Delta,1062,Age 70 to 74 years,Female
Colorado,Delta,1456,Age 75 to 79 years,Other
Colorado,Delta,713,Age 75 to 79 years,Male
Colorado,Delta,743,Age 75 to 79 years,Female
Colorado,Delta,969,Age 80 to 84 years,Other
Colorado,Delta,477,Age 80 to 84 years,Male
Colorado,Delta,492,Age 80 to 84 years,Female
Colorado,Delta,884,Age 85 years and older,Other
Colorado,Delta,337,Age 85 years and older,Male
Colorado,Delta,547,Age 85 years and older,Female
Colorado,Delta,6197,Under 18 years,Other
Colorado,Delta,3131,Under 18 years,Male
Colorado,Delta,3066,Under 18 years,Female
Colorado,Delta,3176,5 to 13 years,Other
Colorado,Delta,1576,5 to 13 years,Male
Colorado,Delta,1600,5 to 13 years,Female
Colorado,Delta,1514,14 to 17 years,Other
Colorado,Delta,763,14 to 17 years,Male
Colorado,Delta,751,14 to 17 years,Female
Colorado,Delta,16732,18 to 64 years,Other
Colorado,Delta,8565,18 to 64 years,Male
Colorado,Delta,914,18 to 24 years,Female
Colorado,Delta,8167,18 to 64 years,Female
Colorado,Delta,2002,18 to 24 years,Other
Colorado,Delta,1088,18 to 24 years,Male
Colorado,Delta,6271,25 to 44 years,Other
Colorado,Delta,3291,25 to 44 years,Male
Colorado,Delta,2980,25 to 44 years,Female
Colorado,Delta,8459,45 to 64 years,Other
Colorado,Delta,4186,45 to 64 years,Male
Colorado,Delta,4273,45 to 64 years,Female
Colorado,Delta,8024,65 years and over,Other
Colorado,Delta,3805,65 years and over,Male
Colorado,Delta,4219,65 years and over,Female
Colorado,Delta,884,85 years and over,Other
Colorado,Delta,337,85 years and over,Male
Colorado,Delta,547,85 years and over,Female
Colorado,Delta,25536,16 years and over,Other
Colorado,Delta,12765,16 years and over,Male
Colorado,Delta,12771,16 years and over,Female
Colorado,Delta,24756,18 years and over,Other
Colorado,Delta,12370,18 years and over,Male
Colorado,Delta,12386,18 years and over,Female
Colorado,Delta,9421,15 to 44 years,Other
Colorado,Delta,4972,15 to 44 years,Male
Colorado,Delta,4449,15 to 44 years,Female
Colorado,Delta,48,Median age,Other
Colorado,Delta,47,Median age,Male
Colorado,Delta,50,Median age,Female
Colorado,Denver,716492,All Ages,Other
Colorado,Denver,359590,All Ages,Male
Colorado,Denver,356902,All Ages,Female
Colorado,Denver,42921,Age 0 to 4 years,Other
Colorado,Denver,21887,Age 0 to 4 years,Male
Colorado,Denver,21034,Age 0 to 4 years,Female
Colorado,Denver,39148,Age 5 to 9 years,Other
Colorado,Denver,20010,Age 5 to 9 years,Male
Colorado,Denver,19138,Age 5 to 9 years,Female
Colorado,Denver,37588,Age 10 to 14 years,Other
Colorado,Denver,19012,Age 10 to 14 years,Male
Colorado,Denver,18576,Age 10 to 14 years,Female
Colorado,Denver,34579,Age 15 to 19 years,Other
Colorado,Denver,17374,Age 15 to 19 years,Male
Colorado,Denver,17205,Age 15 to 19 years,Female
Colorado,Denver,42962,Age 20 to 24 years,Other
Colorado,Denver,21033,Age 20 to 24 years,Male
Colorado,Denver,21929,Age 20 to 24 years,Female
Colorado,Denver,85242,Age 25 to 29 years,Other
Colorado,Denver,42883,Age 25 to 29 years,Male
Colorado,Denver,42359,Age 25 to 29 years,Female
Colorado,Denver,81849,Age 30 to 34 years,Other
Colorado,Denver,42505,Age 30 to 34 years,Male
Colorado,Denver,39344,Age 30 to 34 years,Female
Colorado,Denver,64579,Age 35 to 39 years,Other
Colorado,Denver,33611,Age 35 to 39 years,Male
Colorado,Denver,30968,Age 35 to 39 years,Female
Colorado,Denver,50158,Age 40 to 44 years,Other
Colorado,Denver,26204,Age 40 to 44 years,Male
Colorado,Denver,23954,Age 40 to 44 years,Female
Colorado,Denver,45199,Age 45 to 49 years,Other
Colorado,Denver,23917,Age 45 to 49 years,Male
Colorado,Denver,21282,Age 45 to 49 years,Female
Colorado,Denver,37596,Age 50 to 54 years,Other
Colorado,Denver,19743,Age 50 to 54 years,Male
Colorado,Denver,17853,Age 50 to 54 years,Female
Colorado,Denver,36298,Age 55 to 59 years,Other
Colorado,Denver,18150,Age 55 to 59 years,Male
Colorado,Denver,18148,Age 55 to 59 years,Female
Colorado,Denver,34157,Age 60 to 64 years,Other
Colorado,Denver,16382,Age 60 to 64 years,Male
Colorado,Denver,17775,Age 60 to 64 years,Female
Colorado,Denver,29714,Age 65 to 69 years,Other
Colorado,Denver,13840,Age 65 to 69 years,Male
Colorado,Denver,15874,Age 65 to 69 years,Female
Colorado,Denver,21410,Age 70 to 74 years,Other
Colorado,Denver,9797,Age 70 to 74 years,Male
Colorado,Denver,11613,Age 70 to 74 years,Female
Colorado,Denver,13440,Age 75 to 79 years,Other
Colorado,Denver,5795,Age 75 to 79 years,Male
Colorado,Denver,7645,Age 75 to 79 years,Female
Colorado,Denver,8975,Age 80 to 84 years,Other
Colorado,Denver,3689,Age 80 to 84 years,Male
Colorado,Denver,5286,Age 80 to 84 years,Female
Colorado,Denver,10677,Age 85 years and older,Other
Colorado,Denver,3758,Age 85 years and older,Male
Colorado,Denver,6919,Age 85 years and older,Female
Colorado,Denver,139926,Under 18 years,Other
Colorado,Denver,71234,Under 18 years,Male
Colorado,Denver,68692,Under 18 years,Female
Colorado,Denver,69553,5 to 13 years,Other
Colorado,Denver,35428,5 to 13 years,Male
Colorado,Denver,34125,5 to 13 years,Female
Colorado,Denver,27452,14 to 17 years,Other
Colorado,Denver,13919,14 to 17 years,Male
Colorado,Denver,13533,14 to 17 years,Female
Colorado,Denver,492350,18 to 64 years,Other
Colorado,Denver,251477,18 to 64 years,Male
Colorado,Denver,240873,18 to 64 years,Female
Colorado,Denver,57272,18 to 24 years,Other
Colorado,Denver,28082,18 to 24 years,Male
Colorado,Denver,29190,18 to 24 years,Female
Colorado,Denver,281828,25 to 44 years,Other
Colorado,Denver,145203,25 to 44 years,Male
Colorado,Denver,136625,25 to 44 years,Female
Colorado,Denver,153250,45 to 64 years,Other
Colorado,Denver,78192,45 to 64 years,Male
Colorado,Denver,47337,65 years and over,Female
Colorado,Denver,75058,45 to 64 years,Female
Colorado,Denver,84216,65 years and over,Other
Colorado,Denver,36879,65 years and over,Male
Colorado,Denver,10677,85 years and over,Other
Colorado,Denver,3758,85 years and over,Male
Colorado,Denver,6919,85 years and over,Female
Colorado,Denver,589940,16 years and over,Other
Colorado,Denver,295125,16 years and over,Male
Colorado,Denver,294815,16 years and over,Female
Colorado,Denver,576566,18 years and over,Other
Colorado,Denver,288356,18 years and over,Male
Colorado,Denver,288210,18 years and over,Female
Colorado,Denver,359369,15 to 44 years,Other
Colorado,Denver,183610,15 to 44 years,Male
Colorado,Denver,175759,15 to 44 years,Female
Colorado,Denver,35,Median age,Other
Colorado,Denver,34,Median age,Male
Colorado,Denver,35,Median age,Female
Colorado,Dolores,2074,All Ages,Other
Colorado,Dolores,1090,All Ages,Male
Colorado,Dolores,984,All Ages,Female
Colorado,Dolores,73,Age 0 to 4 years,Other
Colorado,Dolores,31,Age 0 to 4 years,Male
Colorado,Dolores,42,Age 0 to 4 years,Female
Colorado,Dolores,133,Age 5 to 9 years,Other
Colorado,Dolores,71,Age 5 to 9 years,Male
Colorado,Dolores,62,Age 5 to 9 years,Female
Colorado,Dolores,129,Age 10 to 14 years,Other
Colorado,Dolores,67,Age 10 to 14 years,Male
Colorado,Dolores,62,Age 10 to 14 years,Female
Colorado,Dolores,112,Age 15 to 19 years,Other
Colorado,Dolores,63,Age 15 to 19 years,Male
Colorado,Dolores,49,Age 15 to 19 years,Female
Colorado,Dolores,84,Age 20 to 24 years,Other
Colorado,Dolores,49,Age 20 to 24 years,Male
Colorado,Dolores,35,Age 20 to 24 years,Female
Colorado,Dolores,87,Age 25 to 29 years,Other
Colorado,Dolores,42,Age 25 to 29 years,Male
Colorado,Dolores,45,Age 25 to 29 years,Female
Colorado,Dolores,81,Age 30 to 34 years,Other
Colorado,Dolores,41,Age 30 to 34 years,Male
Colorado,Dolores,40,Age 30 to 34 years,Female
Colorado,Dolores,120,Age 35 to 39 years,Other
Colorado,Dolores,65,Age 35 to 39 years,Male
Colorado,Dolores,55,Age 35 to 39 years,Female
Colorado,Dolores,115,Age 40 to 44 years,Other
Colorado,Dolores,54,Age 40 to 44 years,Male
Colorado,Dolores,61,Age 40 to 44 years,Female
Colorado,Dolores,126,Age 45 to 49 years,Other
Colorado,Dolores,68,Age 45 to 49 years,Male
Colorado,Dolores,58,Age 45 to 49 years,Female
Colorado,Dolores,134,Age 50 to 54 years,Other
Colorado,Dolores,64,Age 50 to 54 years,Male
Colorado,Dolores,70,Age 50 to 54 years,Female
Colorado,Dolores,165,Age 55 to 59 years,Other
Colorado,Dolores,90,Age 55 to 59 years,Male
Colorado,Dolores,75,Age 55 to 59 years,Female
Colorado,Dolores,195,Age 60 to 64 years,Other
Colorado,Dolores,100,Age 60 to 64 years,Male
Colorado,Dolores,95,Age 60 to 64 years,Female
Colorado,Dolores,163,Age 65 to 69 years,Other
Colorado,Dolores,90,Age 65 to 69 years,Male
Colorado,Dolores,73,Age 65 to 69 years,Female
Colorado,Dolores,150,Age 70 to 74 years,Other
Colorado,Dolores,80,Age 70 to 74 years,Male
Colorado,Dolores,70,Age 70 to 74 years,Female
Colorado,Dolores,96,Age 75 to 79 years,Other
Colorado,Dolores,56,Age 75 to 79 years,Male
Colorado,Dolores,40,Age 75 to 79 years,Female
Colorado,Dolores,61,Age 80 to 84 years,Other
Colorado,Dolores,35,Age 80 to 84 years,Male
Colorado,Dolores,26,Age 80 to 84 years,Female
Colorado,Dolores,50,Age 85 years and older,Other
Colorado,Dolores,24,Age 85 years and older,Male
Colorado,Dolores,26,Age 85 years and older,Female
Colorado,Dolores,415,Under 18 years,Other
Colorado,Dolores,217,Under 18 years,Male
Colorado,Dolores,198,Under 18 years,Female
Colorado,Dolores,243,5 to 13 years,Other
Colorado,Dolores,128,5 to 13 years,Male
Colorado,Dolores,115,5 to 13 years,Female
Colorado,Dolores,99,14 to 17 years,Other
Colorado,Dolores,58,14 to 17 years,Male
Colorado,Dolores,41,14 to 17 years,Female
Colorado,Dolores,1139,18 to 64 years,Other
Colorado,Dolores,588,18 to 64 years,Male
Colorado,Dolores,551,18 to 64 years,Female
Colorado,Dolores,116,18 to 24 years,Other
Colorado,Dolores,64,18 to 24 years,Male
Colorado,Dolores,52,18 to 24 years,Female
Colorado,Dolores,403,25 to 44 years,Other
Colorado,Dolores,202,25 to 44 years,Male
Colorado,Dolores,201,25 to 44 years,Female
Colorado,Dolores,620,45 to 64 years,Other
Colorado,Dolores,322,45 to 64 years,Male
Colorado,Dolores,298,45 to 64 years,Female
Colorado,Dolores,520,65 years and over,Other
Colorado,Dolores,285,65 years and over,Male
Colorado,Dolores,235,65 years and over,Female
Colorado,Dolores,50,85 years and over,Other
Colorado,Dolores,24,85 years and over,Male
Colorado,Dolores,26,85 years and over,Female
Colorado,Dolores,1713,16 years and over,Other
Colorado,Dolores,902,16 years and over,Male
Colorado,Dolores,811,16 years and over,Female
Colorado,Dolores,1659,18 years and over,Other
Colorado,Dolores,873,18 years and over,Male
Colorado,Dolores,786,18 years and over,Female
Colorado,Dolores,599,15 to 44 years,Other
Colorado,Dolores,314,15 to 44 years,Male
Colorado,Dolores,285,15 to 44 years,Female
Colorado,Dolores,49,Median age,Other
Colorado,Dolores,50,Median age,Male
Colorado,Dolores,49,Median age,Female
Colorado,Douglas,342776,All Ages,Other
Colorado,Douglas,171127,All Ages,Male
Colorado,Douglas,171649,All Ages,Female
Colorado,Douglas,20097,Age 0 to 4 years,Other
Colorado,Douglas,10273,Age 0 to 4 years,Male
Colorado,Douglas,9824,Age 0 to 4 years,Female
Colorado,Douglas,23555,Age 5 to 9 years,Other
Colorado,Douglas,12173,Age 5 to 9 years,Male
Colorado,Douglas,11382,Age 5 to 9 years,Female
Colorado,Douglas,27926,Age 10 to 14 years,Other
Colorado,Douglas,14173,Age 10 to 14 years,Male
Colorado,Douglas,13753,Age 10 to 14 years,Female
Colorado,Douglas,25755,Age 15 to 19 years,Other
Colorado,Douglas,13307,Age 15 to 19 years,Male
Colorado,Douglas,12448,Age 15 to 19 years,Female
Colorado,Douglas,17931,Age 20 to 24 years,Other
Colorado,Douglas,9147,Age 20 to 24 years,Male
Colorado,Douglas,8784,Age 20 to 24 years,Female
Colorado,Douglas,17310,Age 25 to 29 years,Other
Colorado,Douglas,8767,Age 25 to 29 years,Male
Colorado,Douglas,8543,Age 25 to 29 years,Female
Colorado,Douglas,20661,Age 30 to 34 years,Other
Colorado,Douglas,10332,Age 30 to 34 years,Male
Colorado,Douglas,10329,Age 30 to 34 years,Female
Colorado,Douglas,24809,Age 35 to 39 years,Other
Colorado,Douglas,12372,Age 35 to 39 years,Male
Colorado,Douglas,12437,Age 35 to 39 years,Female
Colorado,Douglas,25849,Age 40 to 44 years,Other
Colorado,Douglas,12799,Age 40 to 44 years,Male
Colorado,Douglas,13050,Age 40 to 44 years,Female
Colorado,Douglas,29267,Age 45 to 49 years,Other
Colorado,Douglas,14663,Age 45 to 49 years,Male
Colorado,Douglas,14604,Age 45 to 49 years,Female
Colorado,Douglas,25638,Age 50 to 54 years,Other
Colorado,Douglas,12770,Age 50 to 54 years,Male
Colorado,Douglas,12868,Age 50 to 54 years,Female
Colorado,Douglas,23990,Age 55 to 59 years,Other
Colorado,Douglas,11864,Age 55 to 59 years,Male
Colorado,Douglas,12126,Age 55 to 59 years,Female
Colorado,Douglas,19053,Age 60 to 64 years,Other
Colorado,Douglas,9445,Age 60 to 64 years,Male
Colorado,Douglas,9608,Age 60 to 64 years,Female
Colorado,Douglas,15109,Age 65 to 69 years,Other
Colorado,Douglas,7220,Age 65 to 69 years,Male
Colorado,Douglas,7889,Age 65 to 69 years,Female
Colorado,Douglas,11506,Age 70 to 74 years,Other
Colorado,Douglas,5450,Age 70 to 74 years,Male
Colorado,Douglas,6056,Age 70 to 74 years,Female
Colorado,Douglas,6810,Age 75 to 79 years,Other
Colorado,Douglas,3261,Age 75 to 79 years,Male
Colorado,Douglas,3549,Age 75 to 79 years,Female
Colorado,Douglas,3748,Age 80 to 84 years,Other
Colorado,Douglas,1651,Age 80 to 84 years,Male
Colorado,Douglas,2097,Age 80 to 84 years,Female
Colorado,Douglas,3762,Age 85 years and older,Other
Colorado,Douglas,1460,Age 85 years and older,Male
Colorado,Douglas,2302,Age 85 years and older,Female
Colorado,Douglas,88978,Under 18 years,Other
Colorado,Douglas,45533,Under 18 years,Male
Colorado,Douglas,43445,Under 18 years,Female
Colorado,Douglas,45555,5 to 13 years,Other
Colorado,Douglas,23317,5 to 13 years,Male
Colorado,Douglas,22238,5 to 13 years,Female
Colorado,Douglas,23326,14 to 17 years,Other
Colorado,Douglas,11943,14 to 17 years,Male
Colorado,Douglas,11383,14 to 17 years,Female
Colorado,Douglas,212863,18 to 64 years,Other
Colorado,Douglas,106552,18 to 64 years,Male
Colorado,Douglas,106311,18 to 64 years,Female
Colorado,Douglas,88629,25 to 44 years,Other
Colorado,Douglas,26286,18 to 24 years,Other
Colorado,Douglas,13540,18 to 24 years,Male
Colorado,Douglas,12746,18 to 24 years,Female
Colorado,Douglas,44270,25 to 44 years,Male
Colorado,Douglas,44359,25 to 44 years,Female
Colorado,Douglas,97948,45 to 64 years,Other
Colorado,Douglas,48742,45 to 64 years,Male
Colorado,Douglas,49206,45 to 64 years,Female
Colorado,Douglas,40935,65 years and over,Other
Colorado,Douglas,19042,65 years and over,Male
Colorado,Douglas,21893,65 years and over,Female
Colorado,Douglas,3762,85 years and over,Other
Colorado,Douglas,1460,85 years and over,Male
Colorado,Douglas,2302,85 years and over,Female
Colorado,Douglas,265340,16 years and over,Other
Colorado,Douglas,131509,16 years and over,Male
Colorado,Douglas,133831,16 years and over,Female
Colorado,Douglas,253798,18 years and over,Other
Colorado,Douglas,125594,18 years and over,Male
Colorado,Douglas,128204,18 years and over,Female
Colorado,Douglas,132315,15 to 44 years,Other
Colorado,Douglas,66724,15 to 44 years,Male
Colorado,Douglas,65591,15 to 44 years,Female
Colorado,Douglas,39,Median age,Other
Colorado,Douglas,38,Median age,Male
Colorado,Douglas,39,Median age,Female
Colorado,Eagle,54993,All Ages,Other
Colorado,Eagle,29160,All Ages,Male
Colorado,Eagle,25833,All Ages,Female
Colorado,Eagle,3058,Age 0 to 4 years,Other
Colorado,Eagle,1571,Age 0 to 4 years,Male
Colorado,Eagle,1487,Age 0 to 4 years,Female
Colorado,Eagle,3138,Age 5 to 9 years,Other
Colorado,Eagle,1666,Age 5 to 9 years,Male
Colorado,Eagle,1472,Age 5 to 9 years,Female
Colorado,Eagle,3670,Age 10 to 14 years,Other
Colorado,Eagle,1864,Age 10 to 14 years,Male
Colorado,Eagle,1806,Age 10 to 14 years,Female
Colorado,Eagle,3239,Age 15 to 19 years,Other
Colorado,Eagle,1686,Age 15 to 19 years,Male
Colorado,Eagle,1553,Age 15 to 19 years,Female
Colorado,Eagle,2931,Age 20 to 24 years,Other
Colorado,Eagle,1607,Age 20 to 24 years,Male
Colorado,Eagle,1324,Age 20 to 24 years,Female
Colorado,Eagle,4346,Age 25 to 29 years,Other
